ID,Class
2101.wav,air_conditioner
2102.wav,street_music
2103.wav,street_music
2104.wav,dog_bark
2105.wav,dog_bark
2106.wav,siren
2107.wav,car_horn
2108.wav,engine_idling
2113.wav,car_horn
2116.wav,air_conditioner
2117.wav,drilling
2121.wav,children_playing
2122.wav,gun_shot
2123.wav,street_music
2124.wav,children_playing
2125.wav,air_conditioner
2126.wav,children_playing
2127.wav,dog_bark
2129.wav,engine_idling
2130.wav,dog_bark
2132.wav,engine_idling
2133.wav,air_conditioner
2134.wav,siren
2135.wav,children_playing
2138.wav,engine_idling
2139.wav,jackhammer
2140.wav,jackhammer
2141.wav,siren
2142.wav,jackhammer
2144.wav,siren
2145.wav,drilling
2148.wav,siren
2149.wav,engine_idling
2150.wav,street_music
2152.wav,street_music
2154.wav,drilling
2156.wav,street_music
2157.wav,jackhammer
2160.wav,air_conditioner
2162.wav,jackhammer
2163.wav,jackhammer
2168.wav,dog_bark
2169.wav,children_playing
2170.wav,drilling
2171.wav,drilling
2173.wav,street_music
2174.wav,street_music
2179.wav,drilling
2180.wav,car_horn
2182.wav,gun_shot
2184.wav,engine_idling
2185.wav,drilling
2186.wav,siren
2188.wav,drilling
2190.wav,drilling
2191.wav,dog_bark
2192.wav,siren
2193.wav,jackhammer
2194.wav,car_horn
2195.wav,air_conditioner
2196.wav,street_music
2197.wav,street_music
2198.wav,siren
2199.wav,street_music
2200.wav,air_conditioner
2201.wav,dog_bark
2204.wav,gun_shot
2205.wav,siren
2206.wav,siren
2209.wav,street_music
2210.wav,dog_bark
2212.wav,siren
2216.wav,siren
2217.wav,engine_idling
2218.wav,children_playing
2219.wav,children_playing
2220.wav,jackhammer
2224.wav,siren
2225.wav,drilling
2226.wav,drilling
2227.wav,gun_shot
2228.wav,children_playing
2229.wav,drilling
2230.wav,drilling
2233.wav,gun_shot
2235.wav,air_conditioner
2236.wav,street_music
2237.wav,engine_idling
2238.wav,jackhammer
2240.wav,siren
2241.wav,street_music
2244.wav,street_music
2246.wav,drilling
2247.wav,air_conditioner
2249.wav,engine_idling
2250.wav,car_horn
2251.wav,siren
2252.wav,car_horn
2253.wav,air_conditioner
2254.wav,siren
2256.wav,siren
2258.wav,children_playing
2259.wav,car_horn
2260.wav,air_conditioner
2262.wav,children_playing
2264.wav,engine_idling
2265.wav,gun_shot
2269.wav,drilling
2273.wav,street_music
2275.wav,children_playing
2277.wav,dog_bark
2278.wav,siren
2279.wav,engine_idling
2282.wav,engine_idling
2287.wav,engine_idling
2290.wav,street_music
2291.wav,gun_shot
2293.wav,air_conditioner
2295.wav,gun_shot
2297.wav,siren
2299.wav,siren
2300.wav,street_music
2301.wav,children_playing
2302.wav,car_horn
2303.wav,dog_bark
2304.wav,gun_shot
2306.wav,street_music
2307.wav,children_playing
2308.wav,air_conditioner
2309.wav,engine_idling
2310.wav,children_playing
2312.wav,jackhammer
2313.wav,drilling
2314.wav,children_playing
2318.wav,engine_idling
2319.wav,children_playing
2323.wav,air_conditioner
2324.wav,dog_bark
2327.wav,children_playing
2329.wav,children_playing
2330.wav,drilling
2332.wav,street_music
2333.wav,air_conditioner
2335.wav,siren
2338.wav,dog_bark
2339.wav,children_playing
2340.wav,jackhammer
2343.wav,engine_idling
2344.wav,engine_idling
2345.wav,engine_idling
2347.wav,engine_idling
2349.wav,engine_idling
2351.wav,siren
2353.wav,drilling
2354.wav,children_playing
2358.wav,jackhammer
2360.wav,children_playing
2363.wav,siren
2364.wav,jackhammer
2366.wav,air_conditioner
2368.wav,jackhammer
2369.wav,air_conditioner
2371.wav,engine_idling
2372.wav,dog_bark
2373.wav,dog_bark
2378.wav,air_conditioner
2379.wav,engine_idling
2380.wav,car_horn
2382.wav,drilling
2384.wav,jackhammer
2386.wav,siren
2388.wav,drilling
2389.wav,siren
2390.wav,drilling
2394.wav,children_playing
2395.wav,air_conditioner
2398.wav,dog_bark
2401.wav,jackhammer
2402.wav,jackhammer
2403.wav,air_conditioner
2404.wav,car_horn
2405.wav,drilling
2408.wav,engine_idling
2410.wav,children_playing
2411.wav,children_playing
2412.wav,children_playing
2413.wav,street_music
2414.wav,drilling
2415.wav,children_playing
2416.wav,jackhammer
2418.wav,jackhammer
2419.wav,dog_bark
2420.wav,jackhammer
2421.wav,children_playing
2424.wav,siren
2425.wav,air_conditioner
2427.wav,jackhammer
2428.wav,street_music
2430.wav,siren
2432.wav,children_playing
2433.wav,dog_bark
2438.wav,street_music
2439.wav,siren
2441.wav,jackhammer
2443.wav,engine_idling
2444.wav,jackhammer
2445.wav,gun_shot
2446.wav,dog_bark
2447.wav,drilling
2448.wav,dog_bark
2449.wav,air_conditioner
2450.wav,car_horn
2452.wav,jackhammer
2453.wav,dog_bark
2454.wav,engine_idling
2455.wav,street_music
2456.wav,drilling
2458.wav,car_horn
2460.wav,dog_bark
2461.wav,drilling
2462.wav,engine_idling
2463.wav,siren
2464.wav,children_playing
2465.wav,children_playing
2466.wav,drilling
2468.wav,siren
2470.wav,engine_idling
2473.wav,siren
2474.wav,street_music
2477.wav,dog_bark
2478.wav,dog_bark
2479.wav,drilling
2480.wav,engine_idling
2484.wav,engine_idling
2485.wav,engine_idling
2487.wav,siren
2488.wav,street_music
2489.wav,dog_bark
2493.wav,dog_bark
2494.wav,engine_idling
2497.wav,jackhammer
2498.wav,jackhammer
2499.wav,children_playing
2501.wav,jackhammer
2503.wav,jackhammer
2505.wav,drilling
2506.wav,jackhammer
2507.wav,engine_idling
2509.wav,siren
2510.wav,air_conditioner
2511.wav,jackhammer
2512.wav,street_music
2513.wav,air_conditioner
2515.wav,gun_shot
2516.wav,siren
2517.wav,drilling
2523.wav,siren
2524.wav,dog_bark
2526.wav,air_conditioner
2529.wav,street_music
2531.wav,street_music
2532.wav,children_playing
2534.wav,dog_bark
2536.wav,dog_bark
2538.wav,gun_shot
2539.wav,children_playing
2541.wav,siren
2542.wav,engine_idling
2543.wav,street_music
2544.wav,car_horn
2545.wav,engine_idling
2547.wav,engine_idling
2548.wav,car_horn
2549.wav,street_music
2550.wav,siren
2552.wav,street_music
2553.wav,dog_bark
2555.wav,children_playing
2557.wav,gun_shot
2558.wav,dog_bark
2560.wav,engine_idling
2564.wav,engine_idling
2567.wav,engine_idling
2568.wav,siren
2569.wav,street_music
2570.wav,siren
2571.wav,street_music
2572.wav,air_conditioner
2573.wav,siren
2574.wav,street_music
2575.wav,jackhammer
2576.wav,dog_bark
2577.wav,jackhammer
2578.wav,jackhammer
2580.wav,children_playing
2581.wav,jackhammer
2582.wav,drilling
2584.wav,children_playing
2585.wav,jackhammer
2586.wav,air_conditioner
2587.wav,engine_idling
2588.wav,street_music
2592.wav,siren
2593.wav,jackhammer
2594.wav,air_conditioner
2595.wav,dog_bark
2596.wav,gun_shot
2597.wav,siren
2598.wav,jackhammer
2600.wav,engine_idling
2601.wav,siren
2603.wav,dog_bark
2604.wav,jackhammer
2605.wav,air_conditioner
2607.wav,dog_bark
2608.wav,air_conditioner
2610.wav,children_playing
2612.wav,air_conditioner
2613.wav,jackhammer
2614.wav,siren
2616.wav,siren
2619.wav,car_horn
2620.wav,air_conditioner
2623.wav,dog_bark
2624.wav,jackhammer
2625.wav,jackhammer
2632.wav,street_music
2634.wav,engine_idling
2636.wav,children_playing
2637.wav,drilling
2639.wav,drilling
2640.wav,siren
2641.wav,car_horn
2644.wav,jackhammer
2645.wav,siren
2646.wav,drilling
2647.wav,car_horn
2648.wav,street_music
2650.wav,drilling
2651.wav,engine_idling
2652.wav,drilling
2653.wav,children_playing
2657.wav,siren
2658.wav,jackhammer
2659.wav,siren
2661.wav,engine_idling
2662.wav,air_conditioner
2664.wav,siren
2665.wav,children_playing
2666.wav,siren
2668.wav,engine_idling
2669.wav,air_conditioner
2671.wav,drilling
2674.wav,air_conditioner
2676.wav,air_conditioner
2677.wav,children_playing
2678.wav,dog_bark
2679.wav,children_playing
2680.wav,jackhammer
2682.wav,drilling
2684.wav,siren
2685.wav,street_music
2686.wav,car_horn
2687.wav,siren
2689.wav,engine_idling
2690.wav,car_horn
2691.wav,dog_bark
2695.wav,engine_idling
2697.wav,jackhammer
2699.wav,children_playing
2700.wav,gun_shot
2702.wav,street_music
2703.wav,children_playing
2705.wav,gun_shot
2706.wav,children_playing
2707.wav,street_music
2709.wav,children_playing
2710.wav,dog_bark
2711.wav,air_conditioner
2713.wav,siren
2714.wav,jackhammer
2717.wav,dog_bark
2718.wav,jackhammer
2721.wav,car_horn
2722.wav,dog_bark
2723.wav,street_music
2725.wav,dog_bark
2726.wav,drilling
2728.wav,drilling
2730.wav,drilling
2732.wav,dog_bark
2733.wav,engine_idling
2736.wav,gun_shot
2738.wav,engine_idling
2739.wav,siren
2740.wav,children_playing
2741.wav,engine_idling
2744.wav,jackhammer
2746.wav,children_playing
2747.wav,car_horn
2750.wav,jackhammer
2751.wav,engine_idling
2752.wav,gun_shot
2754.wav,dog_bark
2756.wav,drilling
2757.wav,street_music
2760.wav,air_conditioner
2763.wav,jackhammer
2764.wav,gun_shot
2765.wav,jackhammer
2766.wav,siren
2769.wav,street_music
2770.wav,engine_idling
2771.wav,siren
2773.wav,children_playing
2774.wav,street_music
2775.wav,car_horn
2776.wav,street_music
2779.wav,children_playing
2780.wav,car_horn
2781.wav,street_music
2783.wav,dog_bark
2784.wav,car_horn
2785.wav,children_playing
2787.wav,jackhammer
2788.wav,siren
2789.wav,siren
2790.wav,jackhammer
2791.wav,dog_bark
2792.wav,jackhammer
2794.wav,siren
2795.wav,jackhammer
2797.wav,air_conditioner
2800.wav,street_music
2801.wav,air_conditioner
2802.wav,air_conditioner
2805.wav,drilling
2807.wav,drilling
2808.wav,children_playing
2811.wav,street_music
2813.wav,engine_idling
2815.wav,siren
2819.wav,siren
2821.wav,jackhammer
2824.wav,children_playing
2825.wav,jackhammer
2828.wav,siren
2829.wav,dog_bark
2830.wav,children_playing
2831.wav,street_music
2832.wav,air_conditioner
2835.wav,siren
2836.wav,street_music
2837.wav,gun_shot
2840.wav,dog_bark
2842.wav,drilling
2846.wav,dog_bark
2849.wav,drilling
2850.wav,dog_bark
2851.wav,street_music
2854.wav,siren
2855.wav,engine_idling
2857.wav,jackhammer
2858.wav,children_playing
2862.wav,air_conditioner
2863.wav,dog_bark
2864.wav,engine_idling
2865.wav,dog_bark
2869.wav,air_conditioner
2870.wav,street_music
2871.wav,engine_idling
2872.wav,car_horn
2873.wav,air_conditioner
2875.wav,engine_idling
2878.wav,air_conditioner
2881.wav,siren
2884.wav,siren
2887.wav,siren
2889.wav,siren
2890.wav,gun_shot
2891.wav,siren
2892.wav,street_music
2896.wav,drilling
2898.wav,street_music
2899.wav,air_conditioner
2900.wav,street_music
2901.wav,children_playing
2902.wav,engine_idling
2903.wav,drilling
2907.wav,air_conditioner
2909.wav,drilling
2910.wav,street_music
2911.wav,engine_idling
2912.wav,engine_idling
2913.wav,jackhammer
2914.wav,gun_shot
2915.wav,engine_idling
2917.wav,gun_shot
2918.wav,drilling
2920.wav,street_music
2921.wav,siren
2922.wav,dog_bark
2924.wav,siren
2925.wav,drilling
2926.wav,siren
2927.wav,drilling
2928.wav,air_conditioner
2929.wav,air_conditioner
2930.wav,gun_shot
2931.wav,dog_bark
2932.wav,car_horn
2933.wav,dog_bark
2934.wav,children_playing
2935.wav,dog_bark
2936.wav,siren
2939.wav,engine_idling
2940.wav,air_conditioner
2942.wav,drilling
2943.wav,jackhammer
2944.wav,air_conditioner
2945.wav,engine_idling
2946.wav,drilling
2950.wav,gun_shot
2951.wav,drilling
2954.wav,air_conditioner
2955.wav,siren
2956.wav,children_playing
2957.wav,air_conditioner
2959.wav,street_music
2960.wav,siren
2961.wav,air_conditioner
2962.wav,street_music
2963.wav,dog_bark
2966.wav,drilling
2969.wav,dog_bark
2971.wav,engine_idling
2972.wav,gun_shot
2974.wav,street_music
2976.wav,drilling
2980.wav,engine_idling
2982.wav,children_playing
2983.wav,jackhammer
2984.wav,air_conditioner
2986.wav,air_conditioner
2987.wav,engine_idling
2988.wav,siren
2989.wav,dog_bark
2991.wav,drilling
2992.wav,jackhammer
2993.wav,drilling
2994.wav,engine_idling
2995.wav,street_music
2996.wav,drilling
2997.wav,drilling
2998.wav,gun_shot
3001.wav,dog_bark
3003.wav,children_playing
3004.wav,street_music
3006.wav,engine_idling
3008.wav,engine_idling
3011.wav,dog_bark
3012.wav,gun_shot
3013.wav,siren
3014.wav,air_conditioner
3016.wav,drilling
3018.wav,air_conditioner
3020.wav,air_conditioner
3021.wav,drilling
3024.wav,dog_bark
3026.wav,jackhammer
3027.wav,jackhammer
3030.wav,children_playing
3032.wav,children_playing
3033.wav,car_horn
3034.wav,siren
3036.wav,air_conditioner
3037.wav,drilling
3038.wav,jackhammer
3042.wav,car_horn
3046.wav,drilling
3050.wav,engine_idling
3051.wav,engine_idling
3052.wav,street_music
3054.wav,dog_bark
3055.wav,engine_idling
3056.wav,gun_shot
3060.wav,dog_bark
3061.wav,street_music
3062.wav,children_playing
3063.wav,children_playing
3066.wav,jackhammer
3068.wav,dog_bark
3069.wav,children_playing
3070.wav,drilling
3071.wav,engine_idling
3074.wav,siren
3075.wav,street_music
3077.wav,air_conditioner
3078.wav,jackhammer
3081.wav,street_music
3082.wav,drilling
3085.wav,street_music
3087.wav,siren
3089.wav,street_music
3091.wav,jackhammer
3092.wav,jackhammer
3094.wav,dog_bark
3095.wav,children_playing
3096.wav,air_conditioner
3097.wav,street_music
3098.wav,siren
3099.wav,drilling
3101.wav,street_music
3102.wav,engine_idling
3103.wav,car_horn
3104.wav,drilling
3105.wav,children_playing
3108.wav,children_playing
3110.wav,air_conditioner
3112.wav,children_playing
3115.wav,street_music
3117.wav,children_playing
3118.wav,engine_idling
3120.wav,dog_bark
3121.wav,dog_bark
3123.wav,dog_bark
3125.wav,siren
3126.wav,children_playing
3127.wav,street_music
3128.wav,drilling
3130.wav,street_music
3131.wav,air_conditioner
3133.wav,children_playing
3135.wav,car_horn
3136.wav,street_music
3138.wav,siren
3140.wav,siren
3143.wav,street_music
3144.wav,drilling
3146.wav,siren
3147.wav,dog_bark
3148.wav,street_music
3150.wav,dog_bark
3151.wav,air_conditioner
3152.wav,gun_shot
3153.wav,engine_idling
3154.wav,jackhammer
3155.wav,air_conditioner
3156.wav,siren
3157.wav,street_music
3159.wav,gun_shot
3160.wav,drilling
3161.wav,air_conditioner
3162.wav,dog_bark
3163.wav,children_playing
3164.wav,jackhammer
3165.wav,jackhammer
3167.wav,car_horn
3168.wav,children_playing
3169.wav,air_conditioner
3170.wav,siren
3171.wav,engine_idling
3172.wav,siren
3176.wav,car_horn
3177.wav,children_playing
3178.wav,siren
3179.wav,children_playing
3180.wav,jackhammer
3182.wav,jackhammer
3185.wav,street_music
3186.wav,siren
3187.wav,children_playing
3188.wav,air_conditioner
3189.wav,dog_bark
3190.wav,drilling
3191.wav,siren
3192.wav,dog_bark
3194.wav,gun_shot
3195.wav,children_playing
3196.wav,gun_shot
3197.wav,engine_idling
3199.wav,engine_idling
3200.wav,dog_bark
3202.wav,street_music
3205.wav,air_conditioner
3206.wav,engine_idling
3207.wav,drilling
3209.wav,children_playing
3211.wav,drilling
3213.wav,car_horn
3214.wav,children_playing
3215.wav,drilling
3216.wav,drilling
3218.wav,street_music
3220.wav,drilling
3221.wav,children_playing
3223.wav,drilling
3225.wav,drilling
3226.wav,dog_bark
3227.wav,drilling
3229.wav,car_horn
3230.wav,gun_shot
3231.wav,air_conditioner
3232.wav,air_conditioner
3233.wav,street_music
3235.wav,street_music
3236.wav,jackhammer
3237.wav,dog_bark
3238.wav,engine_idling
3239.wav,engine_idling
3240.wav,engine_idling
3244.wav,siren
3246.wav,children_playing
3248.wav,dog_bark
3250.wav,siren
3254.wav,jackhammer
3257.wav,air_conditioner
3258.wav,dog_bark
3259.wav,air_conditioner
3261.wav,children_playing
3262.wav,gun_shot
3264.wav,jackhammer
3266.wav,children_playing
3267.wav,drilling
3268.wav,street_music
3270.wav,drilling
3271.wav,jackhammer
3272.wav,jackhammer
3273.wav,air_conditioner
3275.wav,car_horn
3276.wav,engine_idling
3277.wav,engine_idling
3278.wav,jackhammer
3279.wav,jackhammer
3281.wav,children_playing
3283.wav,engine_idling
3285.wav,dog_bark
3286.wav,jackhammer
3288.wav,jackhammer
3291.wav,dog_bark
3292.wav,drilling
3293.wav,street_music
3294.wav,street_music
3296.wav,jackhammer
3297.wav,siren
3298.wav,jackhammer
3299.wav,engine_idling
3301.wav,children_playing
3302.wav,air_conditioner
3305.wav,drilling
3306.wav,street_music
3307.wav,street_music
3308.wav,jackhammer
3310.wav,drilling
3316.wav,jackhammer
3317.wav,siren
3318.wav,car_horn
3319.wav,engine_idling
3320.wav,dog_bark
3321.wav,children_playing
3322.wav,engine_idling
3323.wav,gun_shot
3324.wav,engine_idling
3325.wav,dog_bark
3328.wav,jackhammer
3330.wav,drilling
3331.wav,siren
3332.wav,drilling
3333.wav,jackhammer
3334.wav,engine_idling
3336.wav,drilling
3337.wav,air_conditioner
3338.wav,air_conditioner
3343.wav,children_playing
3344.wav,siren
3345.wav,air_conditioner
3347.wav,jackhammer
3349.wav,jackhammer
3350.wav,car_horn
3351.wav,jackhammer
3352.wav,car_horn
3353.wav,jackhammer
3354.wav,engine_idling
3355.wav,air_conditioner
3357.wav,jackhammer
3358.wav,siren
3360.wav,drilling
3362.wav,siren
3363.wav,street_music
3364.wav,jackhammer
3365.wav,jackhammer
3367.wav,car_horn
3369.wav,car_horn
3370.wav,dog_bark
3371.wav,dog_bark
3373.wav,jackhammer
3375.wav,drilling
3376.wav,air_conditioner
3379.wav,street_music
3381.wav,children_playing
3383.wav,gun_shot
3387.wav,air_conditioner
3388.wav,siren
3389.wav,car_horn
3390.wav,jackhammer
3392.wav,children_playing
3394.wav,street_music
3395.wav,jackhammer
3397.wav,air_conditioner
3398.wav,dog_bark
3399.wav,dog_bark
3400.wav,children_playing
3401.wav,street_music
3404.wav,gun_shot
3406.wav,dog_bark
3407.wav,dog_bark
3409.wav,dog_bark
3413.wav,street_music
3415.wav,dog_bark
3416.wav,drilling
3417.wav,drilling
3418.wav,drilling
3419.wav,air_conditioner
3420.wav,engine_idling
3422.wav,street_music
3423.wav,gun_shot
3425.wav,siren
3429.wav,car_horn
3432.wav,engine_idling
3433.wav,air_conditioner
3434.wav,street_music
3435.wav,dog_bark
3436.wav,children_playing
3437.wav,air_conditioner
3439.wav,engine_idling
3441.wav,siren
3442.wav,children_playing
3443.wav,children_playing
3444.wav,drilling
3445.wav,gun_shot
3446.wav,air_conditioner
3449.wav,air_conditioner
3451.wav,air_conditioner
3452.wav,siren
3453.wav,jackhammer
3454.wav,drilling
3455.wav,air_conditioner
3458.wav,gun_shot
3459.wav,drilling
3461.wav,children_playing
3462.wav,street_music
3464.wav,children_playing
3465.wav,drilling
3467.wav,drilling
3469.wav,siren
3470.wav,gun_shot
3471.wav,jackhammer
3473.wav,street_music
3474.wav,children_playing
3475.wav,street_music
3477.wav,air_conditioner
3478.wav,engine_idling
3480.wav,drilling
3481.wav,engine_idling
3482.wav,dog_bark
3483.wav,drilling
3486.wav,jackhammer
3489.wav,drilling
3491.wav,engine_idling
3492.wav,dog_bark
3493.wav,street_music
3495.wav,drilling
3496.wav,dog_bark
3499.wav,siren
3501.wav,siren
3503.wav,jackhammer
3504.wav,street_music
3507.wav,dog_bark
3508.wav,drilling
3509.wav,engine_idling
3510.wav,children_playing
3514.wav,gun_shot
3515.wav,engine_idling
3516.wav,drilling
3517.wav,drilling
3518.wav,jackhammer
3519.wav,siren
3520.wav,siren
3522.wav,engine_idling
3523.wav,dog_bark
3525.wav,air_conditioner
3526.wav,jackhammer
3528.wav,jackhammer
3529.wav,children_playing
3531.wav,dog_bark
3533.wav,street_music
3534.wav,engine_idling
3536.wav,drilling
3537.wav,jackhammer
3538.wav,jackhammer
3539.wav,air_conditioner
3540.wav,drilling
3542.wav,siren
3543.wav,drilling
3545.wav,gun_shot
3546.wav,air_conditioner
3547.wav,car_horn
3548.wav,gun_shot
3549.wav,gun_shot
3550.wav,children_playing
3551.wav,air_conditioner
3554.wav,siren
3555.wav,air_conditioner
3556.wav,dog_bark
3560.wav,dog_bark
3561.wav,children_playing
3566.wav,jackhammer
3567.wav,dog_bark
3568.wav,air_conditioner
3569.wav,air_conditioner
3574.wav,engine_idling
3577.wav,jackhammer
3579.wav,engine_idling
3580.wav,street_music
3582.wav,jackhammer
3583.wav,air_conditioner
3584.wav,siren
3585.wav,siren
3587.wav,air_conditioner
3588.wav,siren
3590.wav,drilling
3591.wav,dog_bark
3595.wav,dog_bark
3596.wav,street_music
3597.wav,engine_idling
3598.wav,drilling
3599.wav,engine_idling
3603.wav,air_conditioner
3604.wav,children_playing
3606.wav,children_playing
3607.wav,dog_bark
3608.wav,air_conditioner
3609.wav,drilling
3610.wav,jackhammer
3611.wav,children_playing
3613.wav,engine_idling
3614.wav,dog_bark
3619.wav,air_conditioner
3621.wav,children_playing
3622.wav,air_conditioner
3624.wav,dog_bark
3626.wav,gun_shot
3627.wav,engine_idling
3628.wav,jackhammer
3629.wav,street_music
3630.wav,dog_bark
3632.wav,air_conditioner
3634.wav,drilling
3637.wav,engine_idling
3639.wav,engine_idling
3640.wav,children_playing
3642.wav,engine_idling
3644.wav,street_music
3645.wav,drilling
3646.wav,engine_idling
3647.wav,children_playing
3648.wav,gun_shot
3649.wav,jackhammer
3652.wav,gun_shot
3653.wav,air_conditioner
3654.wav,engine_idling
3656.wav,siren
3657.wav,air_conditioner
3658.wav,engine_idling
3659.wav,engine_idling
3660.wav,jackhammer
3661.wav,street_music
3662.wav,engine_idling
3663.wav,street_music
3664.wav,air_conditioner
3666.wav,children_playing
3668.wav,car_horn
3669.wav,engine_idling
3670.wav,engine_idling
3671.wav,air_conditioner
3672.wav,jackhammer
3674.wav,jackhammer
3675.wav,air_conditioner
3676.wav,car_horn
3678.wav,air_conditioner
3679.wav,dog_bark
3680.wav,dog_bark
3681.wav,jackhammer
3682.wav,siren
3683.wav,drilling
3685.wav,siren
3686.wav,engine_idling
3687.wav,jackhammer
3688.wav,children_playing
3689.wav,street_music
3691.wav,drilling
3695.wav,jackhammer
3696.wav,siren
3697.wav,jackhammer
3698.wav,dog_bark
3700.wav,engine_idling
3702.wav,drilling
3703.wav,street_music
3706.wav,engine_idling
3708.wav,engine_idling
3709.wav,air_conditioner
3711.wav,street_music
3714.wav,siren
3717.wav,siren
3718.wav,drilling
3719.wav,engine_idling
3721.wav,siren
3724.wav,jackhammer
3725.wav,jackhammer
3726.wav,dog_bark
3728.wav,air_conditioner
3729.wav,engine_idling
3731.wav,children_playing
3732.wav,air_conditioner
3734.wav,children_playing
3735.wav,car_horn
3738.wav,jackhammer
3739.wav,engine_idling
3741.wav,jackhammer
3742.wav,air_conditioner
3745.wav,siren
3747.wav,engine_idling
3749.wav,street_music
3750.wav,jackhammer
3751.wav,jackhammer
3752.wav,siren
3753.wav,car_horn
3754.wav,street_music
3756.wav,siren
3758.wav,car_horn
3759.wav,street_music
3760.wav,dog_bark
3762.wav,jackhammer
3763.wav,drilling
3764.wav,children_playing
3765.wav,air_conditioner
3766.wav,street_music
3770.wav,drilling
3771.wav,siren
3772.wav,engine_idling
3776.wav,dog_bark
3778.wav,siren
3781.wav,drilling
3782.wav,car_horn
3783.wav,street_music
3784.wav,car_horn
3785.wav,air_conditioner
3787.wav,engine_idling
3788.wav,air_conditioner
3790.wav,drilling
3791.wav,jackhammer
3792.wav,street_music
3798.wav,siren
3799.wav,street_music
3800.wav,jackhammer
3803.wav,street_music
3805.wav,jackhammer
3806.wav,car_horn
3808.wav,dog_bark
3811.wav,jackhammer
3813.wav,siren
3816.wav,street_music
3819.wav,drilling
3820.wav,children_playing
3821.wav,children_playing
3822.wav,children_playing
3823.wav,jackhammer
3827.wav,air_conditioner
3828.wav,children_playing
3830.wav,air_conditioner
3833.wav,children_playing
3834.wav,children_playing
3836.wav,street_music
3838.wav,air_conditioner
3839.wav,engine_idling
3840.wav,street_music
3842.wav,car_horn
3843.wav,engine_idling
3844.wav,siren
3846.wav,drilling
3847.wav,engine_idling
3848.wav,children_playing
3850.wav,engine_idling
3851.wav,children_playing
3853.wav,car_horn
3854.wav,street_music
3855.wav,jackhammer
3859.wav,jackhammer
3860.wav,dog_bark
3861.wav,engine_idling
3863.wav,jackhammer
3864.wav,air_conditioner
3866.wav,engine_idling
3868.wav,siren
3869.wav,siren
3870.wav,dog_bark
3871.wav,siren
3877.wav,jackhammer
3878.wav,gun_shot
3879.wav,siren
3880.wav,car_horn
3881.wav,jackhammer
3882.wav,car_horn
3883.wav,children_playing
3884.wav,dog_bark
3885.wav,dog_bark
3886.wav,street_music
3887.wav,gun_shot
3888.wav,gun_shot
3889.wav,street_music
3890.wav,engine_idling
3891.wav,dog_bark
3893.wav,children_playing
3894.wav,siren
3895.wav,air_conditioner
3896.wav,air_conditioner
3898.wav,air_conditioner
3900.wav,children_playing
3902.wav,dog_bark
3903.wav,air_conditioner
3905.wav,dog_bark
3906.wav,siren
3909.wav,street_music
3910.wav,air_conditioner
3911.wav,siren
3914.wav,engine_idling
3915.wav,children_playing
3916.wav,children_playing
3918.wav,jackhammer
3919.wav,engine_idling
3920.wav,engine_idling
3921.wav,air_conditioner
3924.wav,dog_bark
3925.wav,street_music
3927.wav,street_music
3929.wav,jackhammer
3930.wav,drilling
3932.wav,jackhammer
3933.wav,gun_shot
3934.wav,siren
3936.wav,air_conditioner
3938.wav,car_horn
3939.wav,drilling
3940.wav,drilling
3941.wav,engine_idling
3943.wav,street_music
3944.wav,siren
3945.wav,siren
3947.wav,street_music
3948.wav,car_horn
3951.wav,engine_idling
3955.wav,dog_bark
3956.wav,siren
3959.wav,air_conditioner
3960.wav,engine_idling
3962.wav,drilling
3965.wav,car_horn
3966.wav,children_playing
3967.wav,engine_idling
3968.wav,air_conditioner
3969.wav,siren
3970.wav,street_music
3972.wav,dog_bark
3973.wav,jackhammer
3975.wav,siren
3978.wav,siren
3981.wav,street_music
3982.wav,drilling
3983.wav,siren
3984.wav,drilling
3985.wav,engine_idling
3986.wav,jackhammer
3987.wav,siren
3988.wav,jackhammer
3992.wav,air_conditioner
3993.wav,dog_bark
3994.wav,children_playing
3997.wav,street_music
3998.wav,drilling
3999.wav,air_conditioner
4000.wav,children_playing
4001.wav,jackhammer
4002.wav,siren
4003.wav,engine_idling
4004.wav,engine_idling
4006.wav,children_playing
4009.wav,siren
4010.wav,drilling
4011.wav,dog_bark
4012.wav,engine_idling
4014.wav,children_playing
4015.wav,air_conditioner
4017.wav,street_music
4018.wav,air_conditioner
4021.wav,air_conditioner
4022.wav,air_conditioner
4024.wav,siren
4027.wav,siren
4028.wav,dog_bark
4029.wav,children_playing
4030.wav,siren
4032.wav,siren
4038.wav,jackhammer
4039.wav,siren
4041.wav,car_horn
4044.wav,street_music
4045.wav,drilling
4046.wav,engine_idling
4049.wav,dog_bark
4050.wav,street_music
4054.wav,engine_idling
4055.wav,dog_bark
4056.wav,gun_shot
4057.wav,car_horn
4058.wav,siren
4062.wav,street_music
4064.wav,children_playing
4066.wav,air_conditioner
4067.wav,air_conditioner
4068.wav,street_music
4069.wav,air_conditioner
4070.wav,engine_idling
4073.wav,drilling
4075.wav,dog_bark
4076.wav,street_music
4077.wav,jackhammer
4078.wav,street_music
4080.wav,gun_shot
4081.wav,air_conditioner
4083.wav,children_playing
4084.wav,car_horn
4085.wav,street_music
4086.wav,engine_idling
4087.wav,dog_bark
4089.wav,children_playing
4091.wav,street_music
4093.wav,children_playing
4094.wav,air_conditioner
4095.wav,siren
4096.wav,drilling
4097.wav,engine_idling
4100.wav,siren
4101.wav,gun_shot
4102.wav,jackhammer
4103.wav,siren
